geography_level,geography_id,variable,cluster_type,statistic,p_value,significant
UPZ,115,estrato_promedio_oficial,No significativo,0.52,0.0729999989271164,False
UPZ,50,estrato_promedio_oficial,"Coldspot (Gi* bajo, sig.)",-0.914,0.003000000026077032,True
UPZ,20,estrato_promedio_oficial,"Hotspot (Gi* alto, sig.)",1.709,0.0010000000474974513,True
UPZ,79,estrato_promedio_oficial,No significativo,-0.632,0.13600000739097595,False
UPZ,61,estrato_promedio_oficial,"Coldspot (Gi* bajo, sig.)",-1.459,0.0010000000474974513,True
UPZ,12,estrato_promedio_oficial,No significativo,0.52,0.10300000011920929,False
UPZ,10,estrato_promedio_oficial,No significativo,0.213,0.30000001192092896,False
UPZ,59,estrato_promedio_oficial,"Coldspot (Gi* bajo, sig.)",-1.221,0.004999999888241291,True
UPZ,58,estrato_promedio_oficial,"Coldspot (Gi* bajo, sig.)",-1.287,0.0010000000474974513,True
UPZ,43,estrato_promedio_oficial,No significativo,0.117,0.3630000054836273,False
UPZ,47,estrato_promedio_oficial,No significativo,-0.322,0.23399999737739563,False
UPZ,36,estrato_promedio_oficial,No significativo,-0.106,0.42399999499320984,False
UPZ,66,estrato_promedio_oficial,"Coldspot (Gi* bajo, sig.)",-0.933,0.010999999940395355,True
UPZ,57,estrato_promedio_oficial,"Coldspot (Gi* bajo, sig.)",-1.383,0.0010000000474974513,True
UPZ,52,estrato_promedio_oficial,"Coldspot (Gi* bajo, sig.)",-1.217,0.0010000000474974513,True
UPZ,11,estrato_promedio_oficial,No significativo,0.697,0.10999999940395355,False
UPZ,14,estrato_promedio_oficial,"Hotspot (Gi* alto, sig.)",2.401,0.0010000000474974513,True
UPZ,73,estrato_promedio_oficial,No significativo,-0.076,0.460999995470047,False
UPZ,74,estrato_promedio_oficial,No significativo,0.093,0.4090000092983246,False
UPZ,104,estrato_promedio_oficial,"Hotspot (Gi* alto, sig.)",0.773,0.013000000268220901,True
UPZ,31,estrato_promedio_oficial,No significativo,0.336,0.2029999941587448,False
UPZ,68,estrato_promedio_oficial,"Coldspot (Gi* bajo, sig.)",-1.148,0.04399999976158142,True
UPZ,64,estrato_promedio_oficial,"Coldspot (Gi* bajo, sig.)",-1.134,0.009999999776482582,True
UPZ,71,estrato_promedio_oficial,No significativo,-0.173,0.4059999883174896,False
UPZ,29,estrato_promedio_oficial,No significativo,0.181,0.32899999618530273,False
UPZ,76,estrato_promedio_oficial,No significativo,-0.13,0.4480000138282776,False
UPZ,3,estrato_promedio_oficial,"Hotspot (Gi* alto, sig.)",1.617,0.01600000075995922,True
UPZ,80,estrato_promedio_oficial,No significativo,-0.395,0.22100000083446503,False
UPZ,67,estrato_promedio_oficial,"Coldspot (Gi* bajo, sig.)",-1.132,0.003000000026077032,True
UPZ,63,estrato_promedio_oficial,"Coldspot (Gi* bajo, sig.)",-1.309,0.0010000000474974513,True
UPZ,28,estrato_promedio_oficial,No significativo,0.311,0.21799999475479126,False
UPZ,30,estrato_promedio_oficial,No significativo,0.132,0.35499998927116394,False
UPZ,116,estrato_promedio_oficial,No significativo,0.057,0.4180000126361847,False
UPZ,85,estrato_promedio_oficial,"Coldspot (Gi* bajo, sig.)",-0.749,0.01899999938905239,True
UPZ,42,estrato_promedio_oficial,No significativo,-0.337,0.15800000727176666,False
UPZ,111,estrato_promedio_oficial,No significativo,0.562,0.05000000074505806,False
UPZ,44,estrato_promedio_oficial,No significativo,0.106,0.367000013589859,False
UPZ,41,estrato_promedio_oficial,No significativo,0.008,0.46399998664855957,False
UPZ,40,estrato_promedio_oficial,No significativo,0.095,0.382999986410141,False
UPZ,34,estrato_promedio_oficial,No significativo,-0.334,0.21899999678134918,False
UPZ,84,estrato_promedio_oficial,"Coldspot (Gi* bajo, sig.)",-0.912,0.00800000037997961,True
UPZ,32,estrato_promedio_oficial,No significativo,-0.582,0.07900000363588333,False
UPZ,95,estrato_promedio_oficial,No significativo,-0.184,0.3050000071525574,False
UPZ,87,estrato_promedio_oficial,"Coldspot (Gi* bajo, sig.)",-0.948,0.028999999165534973,True
UPZ,117,estrato_promedio_oficial,No significativo,-0.117,0.4129999876022339,False
UPZ,77,estrato_promedio_oficial,No significativo,-0.178,0.36500000953674316,False
UPZ,54,estrato_promedio_oficial,"Coldspot (Gi* bajo, sig.)",-0.934,0.0020000000949949026,True
UPZ,39,estrato_promedio_oficial,No significativo,-0.108,0.41999998688697815,False
UPZ,62,estrato_promedio_oficial,"Coldspot (Gi* bajo, sig.)",-0.899,0.0020000000949949026,True
UPZ,53,estrato_promedio_oficial,No significativo,-0.375,0.17800000309944153,False
UPZ,69,estrato_promedio_oficial,"Coldspot (Gi* bajo, sig.)",-0.806,0.03799999877810478,True
UPZ,1,estrato_promedio_oficial,"Hotspot (Gi* alto, sig.)",1.517,0.009999999776482582,True
UPZ,46,estrato_promedio_oficial,No significativo,-0.267,0.24300000071525574,False
UPZ,112,estrato_promedio_oficial,No significativo,0.252,0.21699999272823334,False
UPZ,25,estrato_promedio_oficial,"Hotspot (Gi* alto, sig.)",0.687,0.041999999433755875,True
UPZ,97,estrato_promedio_oficial,"Hotspot (Gi* alto, sig.)",1.426,0.0010000000474974513,True
UPZ,98,estrato_promedio_oficial,"Hotspot (Gi* alto, sig.)",0.941,0.009999999776482582,True
UPZ,96,estrato_promedio_oficial,No significativo,-0.597,0.10999999940395355,False
UPZ,92,estrato_promedio_oficial,No significativo,-0.173,0.3709999918937683,False
UPZ,94,estrato_promedio_oficial,No significativo,-0.455,0.1899999976158142,False
UPZ,78,estrato_promedio_oficial,No significativo,-0.275,0.3100000023841858,False
UPZ,9,estrato_promedio_oficial,"Hotspot (Gi* alto, sig.)",1.076,0.02199999988079071,True
UPZ,113,estrato_promedio_oficial,No significativo,0.139,0.3630000054836273,False
UPZ,81,estrato_promedio_oficial,No significativo,-0.543,0.06400000303983688,False
UPZ,75,estrato_promedio_reportado,No significativo,0.164,0.3580000102519989,False
UPZ,22,estrato_promedio_reportado,"Hotspot (Gi* alto, sig.)",0.852,0.0430000014603138,True
UPZ,114,estrato_promedio_reportado,No significativo,0.686,0.10899999737739563,False
UPZ,103,estrato_promedio_reportado,"Hotspot (Gi* alto, sig.)",0.955,0.004000000189989805,True
UPZ,105,estrato_promedio_reportado,No significativo,0.552,0.09399999678134918,False
UPZ,88,estrato_promedio_reportado,"Hotspot (Gi* alto, sig.)",1.253,0.014000000432133675,True
UPZ,27,estrato_promedio_reportado,No significativo,0.225,0.32100000977516174,False
UPZ,99,estrato_promedio_reportado,"Hotspot (Gi* alto, sig.)",1.053,0.006000000052154064,True
UPZ,109,estrato_promedio_reportado,"Hotspot (Gi* alto, sig.)",0.725,0.03700000047683716,True
UPZ,90,estrato_promedio_reportado,"Hotspot (Gi* alto, sig.)",1.357,0.004999999888241291,True
UPZ,33,estrato_promedio_reportado,No significativo,-0.555,0.10700000077486038,False
UPZ,102,estrato_promedio_reportado,No significativo,0.336,0.17000000178813934,False
UPZ,45,estrato_promedio_reportado,No significativo,-0.176,0.2980000078678131,False
UPZ,93,estrato_promedio_reportado,No significativo,0.147,0.3440000116825104,False
UPZ,72,estrato_promedio_reportado,No significativo,-0.198,0.3330000042915344,False
UPZ,15,estrato_promedio_reportado,"Hotspot (Gi* alto, sig.)",1.773,0.0010000000474974513,True
UPZ,16,estrato_promedio_reportado,"Hotspot (Gi* alto, sig.)",1.558,0.0010000000474974513,True
UPZ,21,estrato_promedio_reportado,"Hotspot (Gi* alto, sig.)",1.444,0.0010000000474974513,True
UPZ,89,estrato_promedio_reportado,No significativo,,0.0010000000474974513,True
UPZ,106,estrato_promedio_reportado,"Hotspot (Gi* alto, sig.)",0.911,0.03500000014901161,True
UPZ,86,estrato_promedio_reportado,"Coldspot (Gi* bajo, sig.)",-1.106,0.017000000923871994,True
UPZ,82,estrato_promedio_reportado,No significativo,-0.726,0.050999999046325684,False
UPZ,37,estrato_promedio_reportado,No significativo,-0.074,0.4429999887943268,False
UPZ,49,estrato_promedio_reportado,"Coldspot (Gi* bajo, sig.)",-0.752,0.04399999976158142,True
UPZ,19,estrato_promedio_reportado,"Hotspot (Gi* alto, sig.)",1.443,0.0010000000474974513,True
UPZ,24,estrato_promedio_reportado,"Hotspot (Gi* alto, sig.)",0.773,0.03200000151991844,True
UPZ,23,estrato_promedio_reportado,"Hotspot (Gi* alto, sig.)",1.13,0.008999999612569809,True
UPZ,110,estrato_promedio_reportado,No significativo,0.533,0.057999998331069946,False
UPZ,100,estrato_promedio_reportado,"Hotspot (Gi* alto, sig.)",0.934,0.014000000432133675,True
UPZ,83,estrato_promedio_reportado,"Coldspot (Gi* bajo, sig.)",-1.047,0.012000000104308128,True
UPZ,107,estrato_promedio_reportado,No significativo,0.568,0.0820000022649765,False
UPZ,101,estrato_promedio_reportado,"Hotspot (Gi* alto, sig.)",0.643,0.03099999949336052,True
UPZ,91,estrato_promedio_reportado,No significativo,0.357,0.19599999487400055,False
UPZ,108,estrato_promedio_reportado,No significativo,0.314,0.19699999690055847,False
UPZ,55,estrato_promedio_reportado,"Coldspot (Gi* bajo, sig.)",-1.216,0.0010000000474974513,True
UPZ,51,estrato_promedio_reportado,"Coldspot (Gi* bajo, sig.)",-1.288,0.0010000000474974513,True
UPZ,60,estrato_promedio_reportado,"Coldspot (Gi* bajo, sig.)",-1.183,0.0010000000474974513,True
UPZ,56,estrato_promedio_reportado,"Coldspot (Gi* bajo, sig.)",-1.127,0.0010000000474974513,True
UPZ,65,estrato_promedio_reportado,"Coldspot (Gi* bajo, sig.)",-0.731,0.012000000104308128,True
UPZ,2,estrato_promedio_reportado,"Hotspot (Gi* alto, sig.)",0.993,0.023000000044703484,True
UPZ,17,estrato_promedio_reportado,"Hotspot (Gi* alto, sig.)",0.715,0.03500000014901161,True
UPZ,18,estrato_promedio_reportado,"Hotspot (Gi* alto, sig.)",0.992,0.006000000052154064,True
UPZ,26,estrato_promedio_reportado,"Hotspot (Gi* alto, sig.)",0.633,0.026000000536441803,True
UPZ,48,estrato_promedio_reportado,No significativo,-0.561,0.08399999886751175,False
UPZ,13,estrato_promedio_reportado,"Hotspot (Gi* alto, sig.)",1.125,0.003000000026077032,True
UPZ,70,estrato_promedio_reportado,"Coldspot (Gi* bajo, sig.)",-1.263,0.0020000000949949026,True
UPZ,35,estrato_promedio_reportado,No significativo,-0.355,0.16899999976158142,False
UPZ,38,estrato_promedio_reportado,No significativo,-0.2,0.2879999876022339,False
UPZ,115,estrato_promedio_reportado,No significativo,0.396,0.14000000059604645,False
UPZ,50,estrato_promedio_reportado,"Coldspot (Gi* bajo, sig.)",-1.056,0.0020000000949949026,True
UPZ,20,estrato_promedio_reportado,"Hotspot (Gi* alto, sig.)",1.662,0.0010000000474974513,True
UPZ,79,estrato_promedio_reportado,No significativo,-0.517,0.20000000298023224,False
UPZ,61,estrato_promedio_reportado,"Coldspot (Gi* bajo, sig.)",-1.486,0.0010000000474974513,True
UPZ,12,estrato_promedio_reportado,"Hotspot (Gi* alto, sig.)",1.038,0.007000000216066837,True
UPZ,10,estrato_promedio_reportado,"Hotspot (Gi* alto, sig.)",0.83,0.03700000047683716,True
UPZ,59,estrato_promedio_reportado,"Coldspot (Gi* bajo, sig.)",-1.481,0.0010000000474974513,True
UPZ,58,estrato_promedio_reportado,"Coldspot (Gi* bajo, sig.)",-1.406,0.0010000000474974513,True
UPZ,43,estrato_promedio_reportado,No significativo,0.148,0.3479999899864197,False
UPZ,47,estrato_promedio_reportado,No significativo,-0.341,0.20900000631809235,False
UPZ,36,estrato_promedio_reportado,No significativo,-0.605,0.06199999898672104,False
UPZ,66,estrato_promedio_reportado,"Coldspot (Gi* bajo, sig.)",-1.031,0.004999999888241291,True
UPZ,57,estrato_promedio_reportado,"Coldspot (Gi* bajo, sig.)",-1.378,0.0010000000474974513,True
UPZ,52,estrato_promedio_reportado,"Coldspot (Gi* bajo, sig.)",-1.436,0.0010000000474974513,True
UPZ,11,estrato_promedio_reportado,No significativo,0.748,0.08900000154972076,False
UPZ,14,estrato_promedio_reportado,"Hotspot (Gi* alto, sig.)",2.06,0.0010000000474974513,True
UPZ,73,estrato_promedio_reportado,No significativo,-0.002,0.49000000953674316,False
UPZ,74,estrato_promedio_reportado,No significativo,0.168,0.3779999911785126,False
UPZ,104,estrato_promedio_reportado,"Hotspot (Gi* alto, sig.)",0.779,0.007000000216066837,True
UPZ,31,estrato_promedio_reportado,No significativo,0.54,0.08900000154972076,False
UPZ,68,estrato_promedio_reportado,"Coldspot (Gi* bajo, sig.)",-1.168,0.04800000041723251,True
UPZ,64,estrato_promedio_reportado,"Coldspot (Gi* bajo, sig.)",-1.312,0.003000000026077032,True
UPZ,71,estrato_promedio_reportado,No significativo,-0.152,0.40700000524520874,False
UPZ,29,estrato_promedio_reportado,No significativo,0.292,0.23499999940395355,False
UPZ,76,estrato_promedio_reportado,No significativo,-0.016,0.4959999918937683,False
UPZ,3,estrato_promedio_reportado,No significativo,1.187,0.05299999937415123,False
UPZ,80,estrato_promedio_reportado,No significativo,-0.526,0.13699999451637268,False
UPZ,67,estrato_promedio_reportado,"Coldspot (Gi* bajo, sig.)",-1.203,0.0010000000474974513,True
UPZ,63,estrato_promedio_reportado,"Coldspot (Gi* bajo, sig.)",-1.39,0.0010000000474974513,True
UPZ,28,estrato_promedio_reportado,No significativo,0.323,0.21299999952316284,False
UPZ,30,estrato_promedio_reportado,No significativo,0.126,0.37400001287460327,False
UPZ,116,estrato_promedio_reportado,No significativo,0.202,0.3089999854564667,False
UPZ,85,estrato_promedio_reportado,"Coldspot (Gi* bajo, sig.)",-0.87,0.013000000268220901,True
UPZ,42,estrato_promedio_reportado,"Coldspot (Gi* bajo, sig.)",-0.57,0.035999998450279236,True
UPZ,111,estrato_promedio_reportado,No significativo,0.442,0.11400000005960464,False
UPZ,44,estrato_promedio_reportado,No significativo,0.026,0.45500001311302185,False
UPZ,41,estrato_promedio_reportado,No significativo,-0.063,0.46299999952316284,False
UPZ,40,estrato_promedio_reportado,No significativo,0.063,0.42500001192092896,False
UPZ,34,estrato_promedio_reportado,"Coldspot (Gi* bajo, sig.)",-0.797,0.014000000432133675,True
UPZ,84,estrato_promedio_reportado,"Coldspot (Gi* bajo, sig.)",-1.078,0.004000000189989805,True
UPZ,32,estrato_promedio_reportado,"Coldspot (Gi* bajo, sig.)",-0.877,0.013000000268220901,True
UPZ,95,estrato_promedio_reportado,No significativo,-0.42,0.10199999809265137,False
UPZ,87,estrato_promedio_reportado,"Coldspot (Gi* bajo, sig.)",-1.161,0.014000000432133675,True
UPZ,117,estrato_promedio_reportado,No significativo,0.147,0.35899999737739563,False
UPZ,77,estrato_promedio_reportado,No significativo,-0.071,0.4659999907016754,False
UPZ,54,estrato_promedio_reportado,"Coldspot (Gi* bajo, sig.)",-1.084,0.0020000000949949026,True
UPZ,39,estrato_promedio_reportado,No significativo,-0.459,0.15600000321865082,False
UPZ,62,estrato_promedio_reportado,"Coldspot (Gi* bajo, sig.)",-0.965,0.003000000026077032,True
UPZ,53,estrato_promedio_reportado,No significativo,-0.567,0.07100000232458115,False
UPZ,69,estrato_promedio_reportado,"Coldspot (Gi* bajo, sig.)",-0.938,0.020999999716877937,True
UPZ,1,estrato_promedio_reportado,No significativo,0.845,0.07800000160932541,False
UPZ,46,estrato_promedio_reportado,No significativo,-0.336,0.17100000381469727,False
UPZ,112,estrato_promedio_reportado,No significativo,0.243,0.20600000023841858,False
UPZ,25,estrato_promedio_reportado,"Hotspot (Gi* alto, sig.)",0.779,0.029999999329447746,True
UPZ,97,estrato_promedio_reportado,"Hotspot (Gi* alto, sig.)",1.649,0.0010000000474974513,True
UPZ,98,estrato_promedio_reportado,"Hotspot (Gi* alto, sig.)",0.922,0.014000000432133675,True
UPZ,96,estrato_promedio_reportado,No significativo,-0.433,0.19200000166893005,False
UPZ,92,estrato_promedio_reportado,No significativo,-0.176,0.3700000047683716,False
UPZ,94,estrato_promedio_reportado,No significativo,-0.448,0.17900000512599945,False
UPZ,78,estrato_promedio_reportado,No significativo,-0.249,0.3140000104904175,False
UPZ,9,estrato_promedio_reportado,"Hotspot (Gi* alto, sig.)",1.159,0.010999999940395355,True
UPZ,113,estrato_promedio_reportado,No significativo,0.088,0.414000004529953,False
UPZ,81,estrato_promedio_reportado,"Coldspot (Gi* bajo, sig.)",-0.751,0.01600000075995922,True
Localidad,09,deficit_aseo_relativo,"Hotspot (Gi* alto, sig.)",0.82,0.03200000151991844,True
Localidad,10,deficit_aseo_relativo,No significativo,-0.629,0.09399999678134918,False
Localidad,11,deficit_aseo_relativo,No significativo,0.141,0.375,False
Localidad,15,deficit_aseo_relativo,No significativo,-0.087,0.4000000059604645,False
Localidad,06,deficit_aseo_relativo,No significativo,0.088,0.3919999897480011,False
Localidad,18,deficit_aseo_relativo,No significativo,0.249,0.3070000112056732,False
Localidad,17,deficit_aseo_relativo,No significativo,-1.1,0.17900000512599945,False
Localidad,12,deficit_aseo_relativo,No significativo,-0.284,0.22499999403953552,False
Localidad,13,deficit_aseo_relativo,No significativo,-0.474,0.06300000101327896,False
Localidad,16,deficit_aseo_relativo,"Coldspot (Gi* bajo, sig.)",-0.895,0.009999999776482582,True
Localidad,14,deficit_aseo_relativo,"Coldspot (Gi* bajo, sig.)",-0.948,0.02199999988079071,True
Localidad,20,deficit_aseo_relativo,No significativo,-1.39,0.06599999964237213,False
Localidad,01,deficit_aseo_relativo,No significativo,0.136,0.3930000066757202,False
Localidad,02,deficit_aseo_relativo,No significativo,0.157,0.3569999933242798,False
Localidad,03,deficit_aseo_relativo,No significativo,0.636,0.05299999937415123,False
Localidad,04,deficit_aseo_relativo,No significativo,-0.148,0.3720000088214874,False
Localidad,05,deficit_aseo_relativo,"Coldspot (Gi* bajo, sig.)",-0.879,0.013000000268220901,True
Localidad,19,deficit_aseo_relativo,No significativo,-0.532,0.1289999932050705,False
Localidad,07,deficit_aseo_relativo,No significativo,-0.367,0.32600000500679016,False
Localidad,08,deficit_aseo_relativo,No significativo,0.3,0.21400000154972076,False
Localidad,09,densidad_puntos_criticos_km2,No significativo,0.011,0.47600001096725464,False
Localidad,10,densidad_puntos_criticos_km2,No significativo,-0.215,0.3440000116825104,False
Localidad,11,densidad_puntos_criticos_km2,No significativo,-0.277,0.30300000309944153,False
Localidad,15,densidad_puntos_criticos_km2,No significativo,0.4,0.11999999731779099,False
Localidad,06,densidad_puntos_criticos_km2,No significativo,0.338,0.15700000524520874,False
Localidad,18,densidad_puntos_criticos_km2,No significativo,0.333,0.22499999403953552,False
Localidad,17,densidad_puntos_criticos_km2,No significativo,-0.727,0.26600000262260437,False
Localidad,12,densidad_puntos_criticos_km2,No significativo,-0.495,0.09399999678134918,False
Localidad,13,densidad_puntos_criticos_km2,No significativo,0.034,0.4350000023841858,False
Localidad,16,densidad_puntos_criticos_km2,"Hotspot (Gi* alto, sig.)",0.693,0.02199999988079071,True
Localidad,14,densidad_puntos_criticos_km2,No significativo,0.286,0.25,False
Localidad,20,densidad_puntos_criticos_km2,No significativo,-1.065,0.06599999964237213,False
Localidad,01,densidad_puntos_criticos_km2,No significativo,-0.437,0.25699999928474426,False
Localidad,02,densidad_puntos_criticos_km2,No significativo,-0.56,0.07599999755620956,False
Localidad,03,densidad_puntos_criticos_km2,No significativo,0.275,0.24199999868869781,False
Localidad,04,densidad_puntos_criticos_km2,No significativo,0.454,0.18299999833106995,False
Localidad,05,densidad_puntos_criticos_km2,No significativo,-0.296,0.25,False
Localidad,19,densidad_puntos_criticos_km2,No significativo,0.183,0.3540000021457672,False
Localidad,07,densidad_puntos_criticos_km2,No significativo,0.059,0.41600000858306885,False
Localidad,08,densidad_puntos_criticos_km2,No significativo,-0.002,0.48100000619888306,False
Localidad,09,densidad_homicidios_km2,No significativo,-0.093,0.4909999966621399,False
Localidad,10,densidad_homicidios_km2,No significativo,-0.58,0.07199999690055847,False
Localidad,11,densidad_homicidios_km2,No significativo,-0.592,0.06499999761581421,False
Localidad,15,densidad_homicidios_km2,"Hotspot (Gi* alto, sig.)",0.691,0.032999999821186066,True
Localidad,06,densidad_homicidios_km2,No significativo,0.277,0.21699999272823334,False
Localidad,18,densidad_homicidios_km2,No significativo,-0.096,0.47099998593330383,False
Localidad,17,densidad_homicidios_km2,No significativo,-0.399,0.42800000309944153,False
Localidad,12,densidad_homicidios_km2,"Coldspot (Gi* bajo, sig.)",-0.649,0.013000000268220901,True
Localidad,13,densidad_homicidios_km2,No significativo,0.026,0.45100000500679016,False
Localidad,16,densidad_homicidios_km2,No significativo,0.544,0.07100000232458115,False
Localidad,14,densidad_homicidios_km2,No significativo,-0.132,0.41600000858306885,False
Localidad,20,densidad_homicidios_km2,No significativo,-0.896,0.050999999046325684,False
Localidad,01,densidad_homicidios_km2,No significativo,-0.666,0.07800000160932541,False
Localidad,02,densidad_homicidios_km2,"Coldspot (Gi* bajo, sig.)",-0.611,0.03400000184774399,True
Localidad,03,densidad_homicidios_km2,No significativo,0.192,0.328000009059906,False
Localidad,04,densidad_homicidios_km2,No significativo,0.146,0.35199999809265137,False
Localidad,05,densidad_homicidios_km2,No significativo,0.022,0.44600000977516174,False
Localidad,19,densidad_homicidios_km2,No significativo,0.343,0.26499998569488525,False
Localidad,07,densidad_homicidios_km2,No significativo,0.382,0.2619999945163727,False
Localidad,08,densidad_homicidios_km2,No significativo,0.122,0.37299999594688416,False
Localidad,09,densidad_incidentes_km2,No significativo,0.589,0.09799999743700027,False
Localidad,10,densidad_incidentes_km2,No significativo,0.247,0.31200000643730164,False
Localidad,11,densidad_incidentes_km2,No significativo,0.088,0.4359999895095825,False
Localidad,15,densidad_incidentes_km2,No significativo,0.095,0.3970000147819519,False
Localidad,06,densidad_incidentes_km2,No significativo,0.011,0.47999998927116394,False
Localidad,18,densidad_incidentes_km2,No significativo,0.164,0.3610000014305115,False
Localidad,17,densidad_incidentes_km2,No significativo,-0.903,0.17900000512599945,False
Localidad,12,densidad_incidentes_km2,No significativo,0.105,0.38499999046325684,False
Localidad,13,densidad_incidentes_km2,No significativo,0.214,0.2460000067949295,False
Localidad,16,densidad_incidentes_km2,"Hotspot (Gi* alto, sig.)",0.841,0.007000000216066837,True
Localidad,14,densidad_incidentes_km2,No significativo,0.761,0.0560000017285347,False
Localidad,20,densidad_incidentes_km2,"Coldspot (Gi* bajo, sig.)",-1.78,0.0010000000474974513,True
Localidad,01,densidad_incidentes_km2,No significativo,-0.088,0.4480000138282776,False
Localidad,02,densidad_incidentes_km2,No significativo,-0.107,0.3959999978542328,False
Localidad,03,densidad_incidentes_km2,"Hotspot (Gi* alto, sig.)",0.717,0.02199999988079071,True
Localidad,04,densidad_incidentes_km2,No significativo,-0.155,0.38199999928474426,False
Localidad,05,densidad_incidentes_km2,"Coldspot (Gi* bajo, sig.)",-0.829,0.014999999664723873,True
Localidad,19,densidad_incidentes_km2,No significativo,-0.18,0.35100001096725464,False
Localidad,07,densidad_incidentes_km2,No significativo,-0.462,0.2460000067949295,False
Localidad,08,densidad_incidentes_km2,No significativo,-0.044,0.460999995470047,False
