year,upz_id,upz_nombre,localidad_id,localidad_nombre,pct_stratum_1_2,cestas,cestas_per_km2,containers,containers_per_km2,sweeping_route_coverage,critical_points,critical_points_per_km2,emergencies,emergencies_per_km2
2016,43,San Rafael,16,PUENTE ARANDA,0.0,457,138.88,5,1.52,36.5,1,0.3,644.0,195.71
2016,47,Kennedy Central,08,KENNEDY,0.0,1633,484.66,139,41.25,12.4,2,0.59,448.0,132.96
2016,36,San Jose,18,RAFAEL URIBE URIBE,3.4934497816593884,746,359.03,31,14.92,33.6,5,2.41,131.0,63.05
2016,66,San Francisco,19,CIUDAD BOLIVAR,100.0,180,100.86,2,1.12,50.7,7,3.92,259.0,145.13
2016,57,Gran Yomasa,05,USME,100.0,861,160.82,207,38.66,60.1,5,0.93,160.0,29.89
2016,52,La Flora,05,USME,100.0,20,10.66,0,0.0,59.8,0,0.0,354.0,188.73
2016,11,San Cristobal Norte,01,USAQUEN,35.0,291,105.8,4,1.45,59.8,1,0.36,99.0,35.99
2016,14,Usaquen,01,USAQUEN,14.035087719298245,697,141.58,0,0.0,37.3,0,0.0,908.0,184.44
2016,73,Garces Navas,10,ENGATIVA,27.172582619339046,927,167.15,680,122.61,100.0,9,1.62,273.0,49.22
2016,74,Engativa,10,ENGATIVA,99.84447900466563,102,17.37,373,63.53,100.0,10,1.7,819.0,139.48
2016,104,Parque Simon Bolivar - Can,13,TEUSAQUILLO,0.0,1028,258.05,31,7.78,12.9,0,0.0,71.0,17.82
2016,31,Santa Cecilia,10,ENGATIVA,0.0,682,221.19,195,63.24,100.0,2,0.65,528.0,171.25
