year,upz_id,upz_nombre,localidad_id,localidad_nombre,pct_stratum_1_2,cestas,cestas_per_km2,containers,containers_per_km2,sweeping_route_coverage,critical_points,critical_points_per_km2,emergencies,emergencies_per_km2
2016,68,El Tesoro,19,CIUDAD BOLIVAR,100.0,119,56.48,5,2.37,43.0,3,1.42,543.0,257.72
2016,64,Monte Blanco,19,CIUDAD BOLIVAR,100.0,10,1.44,0,0.0,2.2,0,0.0,9.0,1.29
2016,71,Tibabuyes,11,SUBA,95.06302521008404,360,49.6,525,72.33,68.9,17,2.34,139.0,19.15
2016,29,Minuto De Dios,10,ENGATIVA,33.76623376623377,838,224.68,705,189.02,100.0,6,1.61,888.0,238.09
2016,76,Fontibon San Pablo,09,FONTIBON,70.92511013215858,137,38.09,17,4.73,4.6,5,1.39,924.0,256.9
2016,3,Guaymaral,11,SUBA,0.0,2,0.44,34,7.5,9.2,0,0.0,1.0,0.22
2016,80,Corabastos,08,KENNEDY,99.41176470588235,64,34.71,10,5.42,10.6,8,4.34,74.0,40.13
2016,67,Lucero,19,CIUDAD BOLIVAR,100.0,216,36.87,6,1.02,44.7,10,1.71,456.0,77.83
2016,63,El Mochuelo,19,CIUDAD BOLIVAR,100.0,31,9.8,0,0.0,2.7,0,0.0,291.0,91.95
2016,28,El Rincon,11,SUBA,71.73738991192954,740,104.3,515,72.58,88.2,11,1.55,636.0,89.64
2016,30,Boyaca Real,10,ENGATIVA,0.0,772,170.26,469,103.44,100.0,11,2.43,480.0,105.86
2016,116,Alamos,10,ENGATIVA,8.0,417,208.42,103,51.48,100.0,4,2.0,52.0,25.99
2016,85,Bosa Central,07,BOSA,100.0,953,133.46,21,2.94,39.1,23,3.22,555.0,77.72
2016,42,Venecia,06,TUNJUELITO,61.050724637681164,717,108.09,152,22.92,25.0,5,0.75,164.0,24.72
2016,111,Puente Aranda,16,PUENTE ARANDA,1.4492753623188406,547,153.58,97,27.23,20.4,1,0.28,115.0,32.29
2016,44,Americas,08,KENNEDY,26.822916666666668,819,215.15,116,30.47,14.4,4,1.05,243.0,63.83
2016,41,Muzu,16,PUENTE ARANDA,0.0,951,376.45,137,54.23,44.2,2,0.79,276.0,109.26
2016,40,Ciudad Montes,16,PUENTE ARANDA,0.0,1417,318.27,42,9.43,37.4,1,0.22,378.0,84.9
2016,34,20 De Julio,04,SAN CRISTOBAL,76.90677966101694,565,215.38,192,73.19,79.8,3,1.14,302.0,115.12
2016,84,Bosa Occidental,07,BOSA,100.0,440,102.32,35,8.14,49.4,13,3.02,27.0,6.28
2016,32,San Blas,04,SAN CRISTOBAL,100.0,95,23.77,5,1.25,56.6,4,1.0,312.0,78.06
2016,95,Las Cruces,03,SANTA FE,100.0,44,47.67,2,2.17,70.5,8,8.67,673.0,729.14
2016,87,Tintal Sur,07,BOSA,100.0,184,31.92,55,9.54,10.9,6,1.04,213.0,36.95
2016,117,Aeropuerto El Dorado,09,FONTIBON,0.0,114,15.35,0,0.0,1.9,0,0.0,24.0,3.23
2016,77,Zona Franca,09,FONTIBON,95.08196721311475,389,79.19,58,11.81,3.9,4,0.81,155.0,31.56
2016,54,Marruecos,18,RAFAEL URIBE URIBE,98.25396825396825,375,103.42,197,54.33,36.1,4,1.1,197.0,54.33
2016,39,Quiroga,18,RAFAEL URIBE URIBE,0.0,785,206.97,207,54.58,41.1,11,2.9,561.0,147.91
2016,62,Tunjuelito,06,TUNJUELITO,94.9074074074074,24,7.34,60,18.35,19.6,5,1.53,0.0,0.0
2016,53,Marco Fidel Suarez,18,RAFAEL URIBE URIBE,75.42168674698794,64,34.71,25,13.56,43.7,4,2.17,122.0,66.16
2016,69,Ismael Perdomo,19,CIUDAD BOLIVAR,98.9100817438692,932,166.59,266,47.55,39.4,2,0.36,348.0,62.2
2016,1,Paseo De Los Libertadores,01,USAQUEN,61.111111111111114,107,16.97,0,0.0,7.2,0,0.0,0.0,0.0
2016,46,Castilla,08,KENNEDY,41.58215010141988,1596,317.42,259,51.51,16.8,5,0.99,421.0,83.73
2016,112,Granjas De Techo,09,FONTIBON,26.153846153846157,938,196.56,74,15.51,16.4,3,0.63,410.0,85.91
2016,25,La Floresta,11,SUBA,0.0,1177,299.37,68,17.3,63.1,0,0.0,423.0,107.59
2016,97,Chico Lago,02,CHAPINERO,0.0,2454,581.37,116,27.48,65.3,2,0.47,462.0,109.45
2016,98,Los Alcazares,12,BARRIOS UNIDOS,0.0,1364,329.71,36,8.7,100.0,6,1.45,848.0,204.98
2016,96,Lourdes,03,SANTA FE,100.0,59,29.5,0,0.0,72.5,2,1.0,0.0,0.0
2016,92,La Macarena,03,SANTA FE,62.37623762376238,71,82.72,2,2.33,50.6,0,0.0,214.0,249.33
2016,94,La Candelaria,17,CANDELARIA,62.5,309,150.1,37,17.97,60.4,1,0.49,412.0,200.14
2016,78,Tintal Norte,08,KENNEDY,87.5,188,54.79,48,13.99,6.5,0,0.0,73.0,21.28
2016,9,Verbenal,01,USAQUEN,58.294930875576036,593,166.81,87,24.47,60.1,3,0.84,0.0,0.0
2016,113,Bavaria,08,KENNEDY,0.0,458,165.34,127,45.85,10.8,0,0.0,252.0,90.97
2016,81,Gran Britalia,08,KENNEDY,99.7134670487106,431,239.76,76,42.28,17.3,6,3.34,141.0,78.44
2017,75,Fontibon,09,FONTIBON,4.753820033955857,416,83.86,333,67.13,15.7,11,2.22,314.0,63.3
2017,22,Doce De Octubre,12,BARRIOS UNIDOS,0.0,961,286.02,130,38.69,100.0,9,2.68,227.0,67.56
2017,114,Modelia,09,FONTIBON,0.0,908,347.4,31,11.86,25.6,5,1.91,122.0,46.68
2017,103,Parque Salitre,12,BARRIOS UNIDOS,0.0,200,121.13,15,9.08,100.0,0,0.0,957.0,579.61
2017,105,Jardin Botanico,10,ENGATIVA,25.0,420,259.93,15,9.28,100.0,0,0.0,56.0,34.66
2017,88,El Refugio,02,CHAPINERO,0.0,1052,313.37,0,0.0,47.7,0,0.0,20.0,5.96
2017,27,Suba,11,SUBA,55.13513513513514,938,143.78,60,9.2,72.9,5,0.77,709.0,108.68
2017,99,Chapinero,02,CHAPINERO,0.0,988,620.72,0,0.0,63.0,3,1.88,377.0,236.85
2017,109,Ciudad Salitre Oriental,13,TEUSAQUILLO,0.0,792,439.05,7,3.88,27.4,0,0.0,271.0,150.23
2017,90,Pardo Rubio,02,CHAPINERO,49.81132075471698,620,217.57,0,0.0,50.1,2,0.7,101.0,35.44
2017,33,Sosiego,04,SAN CRISTOBAL,17.535545023696685,857,365.1,40,17.04,62.4,4,1.7,521.0,221.96
2017,102,La Sabana,14,LOS MARTIRES,16.158536585365855,1472,326.69,63,13.98,32.4,16,3.55,347.0,77.01
2017,45,Carvajal,08,KENNEDY,32.149901380670606,676,154.25,158,36.05,14.0,14,3.19,475.0,108.39
2017,93,Las Nieves,03,SANTA FE,7.920792079207921,327,189.63,199,115.4,67.3,5,2.9,201.0,116.56
2017,72,Bolivia,10,ENGATIVA,0.0,358,75.51,29,6.12,100.0,1,0.21,510.0,107.57
2017,15,Country Club,01,USAQUEN,0.0,281,98.47,21,7.36,27.8,0,0.0,410.0,143.67
2017,16,Santa Barbara,01,USAQUEN,0.0,1115,243.27,63,13.75,66.6,0,0.0,170.0,37.09
2017,21,Los Andes,12,BARRIOS UNIDOS,0.0,720,262.2,84,30.59,100.0,2,0.73,240.0,87.4
2017,89,San Isidro - Patios,02,CHAPINERO,98.0,0,0.0,0,0.0,51.5,0,0.0,275.0,243.51
2017,106,La Esmeralda,13,TEUSAQUILLO,0.0,780,404.73,85,44.11,32.4,0,0.0,0.0,0.0
2017,86,El Porvenir,07,BOSA,100.0,464,100.72,170,36.9,22.7,11,2.39,707.0,153.47
2017,82,Patio Bonito,08,KENNEDY,100.0,143,45.1,11,3.47,18.5,12,3.78,121.0,38.16
2017,37,Santa Isabel,14,LOS MARTIRES,0.0,984,491.26,9,4.49,41.6,3,1.5,167.0,83.37
2017,49,Apogeo,07,BOSA,61.5,345,163.96,3,1.43,26.1,2,0.95,388.0,184.39
2017,19,El Prado,11,SUBA,2.1406727828746175,1683,388.63,202,46.64,85.1,5,1.15,314.0,72.51
2017,24,Niza,11,SUBA,0.4975124378109453,2209,292.2,223,29.5,69.4,1,0.13,164.0,21.69
2017,23,Casa Blanca Suba,11,SUBA,35.714285714285715,826,196.6,31,7.38,52.8,0,0.0,328.0,78.07
2017,110,Ciudad Salitre Occidental,09,FONTIBON,0.0,1242,550.73,69,30.6,20.5,0,0.0,263.0,116.62
2017,100,Galerias,13,TEUSAQUILLO,0.0,936,394.3,6,2.53,37.8,3,1.26,825.0,347.54
2017,83,Las Margaritas,08,KENNEDY,100.0,418,284.12,17,11.56,4.0,2,1.36,389.0,264.41
2017,107,Quinta Paredes,13,TEUSAQUILLO,0.0,705,405.59,26,14.96,33.8,2,1.15,165.0,94.93
2017,101,Teusaquillo,13,TEUSAQUILLO,0.0,1161,492.97,1,0.42,40.7,1,0.42,466.0,197.87
2017,91,Sagrado Corazon,03,SANTA FE,0.0,659,451.15,0,0.0,55.2,2,1.37,414.0,283.43
2017,108,Zona Industrial,16,PUENTE ARANDA,6.944444444444445,693,199.9,7,2.02,31.2,4,1.15,260.0,75.0
2017,55,Diana Turbay,18,RAFAEL URIBE URIBE,100.0,191,90.41,61,28.87,48.5,6,2.84,204.0,96.56
2017,51,Los Libertadores,04,SAN CRISTOBAL,100.0,158,43.33,3,0.82,67.9,5,1.37,465.0,127.52
2017,60,Parque Entrenubes,05,USME,100.0,0,0.0,0,0.0,4.6,0,0.0,128.0,30.57
2017,56,Danubio,05,USME,100.0,443,153.55,0,0.0,36.5,1,0.35,135.0,46.79
2017,65,Arborizadora,19,CIUDAD BOLIVAR,66.7910447761194,529,172.86,77,25.16,28.5,10,3.27,4.0,1.31
2017,2,La Academia,11,SUBA,0.0,7,1.04,43,6.4,24.7,0,0.0,25.0,3.72
2017,17,San Jose De Bavaria,11,SUBA,0.0,660,150.71,286,65.31,70.7,1,0.23,467.0,106.64
2017,18,Britalia,11,SUBA,2.7210884353741496,946,288.07,309,94.1,76.9,2,0.61,593.0,180.58
2017,26,Las Ferias,10,ENGATIVA,0.0,635,134.26,203,42.92,100.0,13,2.75,219.0,46.3
2017,48,Timiza,08,KENNEDY,36.835278858625166,663,154.15,280,65.1,14.1,12,2.79,384.0,89.28
2017,13,Los Cedros,01,USAQUEN,2.0114942528735633,1120,166.74,60,8.93,44.9,0,0.0,225.0,33.5
2017,70,Jerusalem,19,CIUDAD BOLIVAR,100.0,301,56.05,282,52.51,27.3,6,1.12,374.0,69.64
2017,35,Ciudad Jardin,15,ANTONIO NARINO,17.105263157894736,511,383.84,5,3.76,37.8,3,2.25,325.0,244.12
2017,38,Restrepo,15,ANTONIO NARINO,0.0,1395,393.59,16,4.51,35.8,15,4.23,187.0,52.76
2017,115,Capellania,09,FONTIBON,0.0,563,207.07,21,7.72,14.0,6,2.21,344.0,126.52
2017,50,La Gloria,04,SAN CRISTOBAL,100.0,206,53.43,3,0.78,68.3,15,3.89,65.0,16.86
2017,20,La Alhambra,11,SUBA,0.0,1293,454.4,285,100.16,97.1,0,0.0,409.0,143.74
2017,79,Calandaima,08,KENNEDY,96.26168224299066,368,115.48,148,46.44,16.6,6,1.88,20.0,6.28
2017,61,Ciudad Usme,05,USME,100.0,132,14.27,0,0.0,9.8,1,0.11,32.0,3.46
2017,12,Toberin,01,USAQUEN,3.5175879396984926,1707,587.75,9,3.1,61.6,2,0.69,203.0,69.9
2017,10,La Uribe,01,USAQUEN,25.0,365,105.8,7,2.03,21.9,1,0.29,369.0,106.96
2017,59,Alfonso Lopez,05,USME,100.0,235,108.64,22,10.17,65.7,0,0.0,460.0,212.65
2017,58,Comuneros,05,USME,100.0,481,97.64,6,1.22,51.0,3,0.61,442.0,89.72
2017,43,San Rafael,16,PUENTE ARANDA,0.0,457,138.88,5,1.52,36.5,1,0.3,756.0,229.75
2017,47,Kennedy Central,08,KENNEDY,0.0,1633,484.66,139,41.25,12.4,2,0.59,434.0,128.81
2017,36,San Jose,18,RAFAEL URIBE URIBE,3.4934497816593884,746,359.03,31,14.92,33.6,5,2.41,74.0,35.61
2017,66,San Francisco,19,CIUDAD BOLIVAR,100.0,180,100.86,2,1.12,50.7,7,3.92,183.0,102.54
2017,57,Gran Yomasa,05,USME,100.0,861,160.82,207,38.66,60.1,5,0.93,147.0,27.46
2017,52,La Flora,05,USME,100.0,20,10.66,0,0.0,59.8,0,0.0,351.0,187.13
2017,11,San Cristobal Norte,01,USAQUEN,35.0,291,105.8,4,1.45,59.8,1,0.36,72.0,26.18
2017,14,Usaquen,01,USAQUEN,14.035087719298245,697,141.58,0,0.0,37.3,0,0.0,757.0,153.77
2017,73,Garces Navas,10,ENGATIVA,27.172582619339046,927,167.15,680,122.61,100.0,9,1.62,265.0,47.78
2017,74,Engativa,10,ENGATIVA,99.84447900466563,102,17.37,373,63.53,100.0,10,1.7,819.0,139.48
2017,104,Parque Simon Bolivar - Can,13,TEUSAQUILLO,0.0,1028,258.05,31,7.78,12.9,0,0.0,222.0,55.73
2017,31,Santa Cecilia,10,ENGATIVA,0.0,682,221.19,195,63.24,100.0,2,0.65,402.0,130.38
2017,68,El Tesoro,19,CIUDAD BOLIVAR,100.0,119,56.48,5,2.37,43.0,3,1.42,549.0,260.57
2017,64,Monte Blanco,19,CIUDAD BOLIVAR,100.0,10,1.44,0,0.0,2.2,0,0.0,18.0,2.59
2017,71,Tibabuyes,11,SUBA,95.06302521008404,360,49.6,525,72.33,68.9,17,2.34,206.0,28.38
2017,29,Minuto De Dios,10,ENGATIVA,33.76623376623377,838,224.68,705,189.02,100.0,6,1.61,902.0,241.84
2017,76,Fontibon San Pablo,09,FONTIBON,70.92511013215858,137,38.09,17,4.73,4.6,5,1.39,727.0,202.12
2017,3,Guaymaral,11,SUBA,0.0,2,0.44,34,7.5,9.2,0,0.0,2.0,0.44
2017,80,Corabastos,08,KENNEDY,99.41176470588235,64,34.71,10,5.42,10.6,8,4.34,103.0,55.86
2017,67,Lucero,19,CIUDAD BOLIVAR,100.0,216,36.87,6,1.02,44.7,10,1.71,501.0,85.51
2017,63,El Mochuelo,19,CIUDAD BOLIVAR,100.0,31,9.8,0,0.0,2.7,0,0.0,190.0,60.04
2017,28,El Rincon,11,SUBA,71.73738991192954,740,104.3,515,72.58,88.2,11,1.55,546.0,76.95
2017,30,Boyaca Real,10,ENGATIVA,0.0,772,170.26,469,103.44,100.0,11,2.43,417.0,91.97
2017,116,Alamos,10,ENGATIVA,8.0,417,208.42,103,51.48,100.0,4,2.0,62.0,30.99
2017,85,Bosa Central,07,BOSA,100.0,953,133.46,21,2.94,39.1,23,3.22,715.0,100.13
2017,42,Venecia,06,TUNJUELITO,61.050724637681164,717,108.09,152,22.92,25.0,5,0.75,165.0,24.88
2017,111,Puente Aranda,16,PUENTE ARANDA,1.4492753623188406,547,153.58,97,27.23,20.4,1,0.28,80.0,22.46
2017,44,Americas,08,KENNEDY,26.822916666666668,819,215.15,116,30.47,14.4,4,1.05,279.0,73.29
2017,41,Muzu,16,PUENTE ARANDA,0.0,951,376.45,137,54.23,44.2,2,0.79,273.0,108.07
2017,40,Ciudad Montes,16,PUENTE ARANDA,0.0,1417,318.27,42,9.43,37.4,1,0.22,434.0,97.48
2017,34,20 De Julio,04,SAN CRISTOBAL,76.90677966101694,565,215.38,192,73.19,79.8,3,1.14,258.0,98.35
2017,84,Bosa Occidental,07,BOSA,100.0,440,102.32,35,8.14,49.4,13,3.02,18.0,4.19
2017,32,San Blas,04,SAN CRISTOBAL,100.0,95,23.77,5,1.25,56.6,4,1.0,267.0,66.8
2017,95,Las Cruces,03,SANTA FE,100.0,44,47.67,2,2.17,70.5,8,8.67,696.0,754.06
2017,87,Tintal Sur,07,BOSA,100.0,184,31.92,55,9.54,10.9,6,1.04,220.0,38.16
2017,117,Aeropuerto El Dorado,09,FONTIBON,0.0,114,15.35,0,0.0,1.9,0,0.0,27.0,3.64
2017,77,Zona Franca,09,FONTIBON,95.08196721311475,389,79.19,58,11.81,3.9,4,0.81,171.0,34.81
2017,54,Marruecos,18,RAFAEL URIBE URIBE,98.25396825396825,375,103.42,197,54.33,36.1,4,1.1,181.0,49.92
2017,39,Quiroga,18,RAFAEL URIBE URIBE,0.0,785,206.97,207,54.58,41.1,11,2.9,606.0,159.78
2017,62,Tunjuelito,06,TUNJUELITO,94.9074074074074,24,7.34,60,18.35,19.6,5,1.53,0.0,0.0
2017,53,Marco Fidel Suarez,18,RAFAEL URIBE URIBE,75.42168674698794,64,34.71,25,13.56,43.7,4,2.17,119.0,64.54
2017,69,Ismael Perdomo,19,CIUDAD BOLIVAR,98.9100817438692,932,166.59,266,47.55,39.4,2,0.36,284.0,50.76
2017,1,Paseo De Los Libertadores,01,USAQUEN,61.111111111111114,107,16.97,0,0.0,7.2,0,0.0,1.0,0.16
2017,46,Castilla,08,KENNEDY,41.58215010141988,1596,317.42,259,51.51,16.8,5,0.99,369.0,73.39
2017,112,Granjas De Techo,09,FONTIBON,26.153846153846157,938,196.56,74,15.51,16.4,3,0.63,456.0,95.55
2017,25,La Floresta,11,SUBA,0.0,1177,299.37,68,17.3,63.1,0,0.0,409.0,104.03
2017,97,Chico Lago,02,CHAPINERO,0.0,2454,581.37,116,27.48,65.3,2,0.47,444.0,105.19
2017,98,Los Alcazares,12,BARRIOS UNIDOS,0.0,1364,329.71,36,8.7,100.0,6,1.45,743.0,179.6
2017,96,Lourdes,03,SANTA FE,100.0,59,29.5,0,0.0,72.5,2,1.0,0.0,0.0
2017,92,La Macarena,03,SANTA FE,62.37623762376238,71,82.72,2,2.33,50.6,0,0.0,180.0,209.72
2017,94,La Candelaria,17,CANDELARIA,62.5,309,150.1,37,17.97,60.4,1,0.49,426.0,206.94
2017,78,Tintal Norte,08,KENNEDY,87.5,188,54.79,48,13.99,6.5,0,0.0,87.0,25.36
2017,9,Verbenal,01,USAQUEN,58.294930875576036,593,166.81,87,24.47,60.1,3,0.84,0.0,0.0
2017,113,Bavaria,08,KENNEDY,0.0,458,165.34,127,45.85,10.8,0,0.0,280.0,101.08
2017,81,Gran Britalia,08,KENNEDY,99.7134670487106,431,239.76,76,42.28,17.3,6,3.34,140.0,77.88
2018,75,Fontibon,09,FONTIBON,4.753820033955857,416,83.86,333,67.13,15.7,11,2.22,788.0,158.85
2018,22,Doce De Octubre,12,BARRIOS UNIDOS,0.0,961,286.02,130,38.69,100.0,9,2.68,322.0,95.84
2018,114,Modelia,09,FONTIBON,0.0,908,347.4,31,11.86,25.6,5,1.91,201.0,76.9
2018,103,Parque Salitre,12,BARRIOS UNIDOS,0.0,200,121.13,15,9.08,100.0,0,0.0,222.0,134.46
2018,105,Jardin Botanico,10,ENGATIVA,25.0,420,259.93,15,9.28,100.0,0,0.0,41.0,25.37
2018,88,El Refugio,02,CHAPINERO,0.0,1052,313.37,0,0.0,47.7,0,0.0,264.0,78.64
2018,27,Suba,11,SUBA,55.13513513513514,938,143.78,60,9.2,72.9,5,0.77,737.0,112.97
2018,99,Chapinero,02,CHAPINERO,0.0,988,620.72,0,0.0,63.0,3,1.88,867.0,544.7
2018,109,Ciudad Salitre Oriental,13,TEUSAQUILLO,0.0,792,439.05,7,3.88,27.4,0,0.0,154.0,85.37
2018,90,Pardo Rubio,02,CHAPINERO,49.81132075471698,620,217.57,0,0.0,50.1,2,0.7,284.0,99.66
2018,33,Sosiego,04,SAN CRISTOBAL,17.535545023696685,857,365.1,40,17.04,62.4,4,1.7,232.0,98.84
2018,102,La Sabana,14,LOS MARTIRES,16.158536585365855,1472,326.69,63,13.98,32.4,16,3.55,788.0,174.89
2018,45,Carvajal,08,KENNEDY,32.149901380670606,676,154.25,158,36.05,14.0,14,3.19,381.0,86.94
2018,93,Las Nieves,03,SANTA FE,7.920792079207921,327,189.63,199,115.4,67.3,5,2.9,481.0,278.94
2018,72,Bolivia,10,ENGATIVA,0.0,358,75.51,29,6.12,100.0,1,0.21,375.0,79.09
2018,15,Country Club,01,USAQUEN,0.0,281,98.47,21,7.36,27.8,0,0.0,214.0,74.99
2018,16,Santa Barbara,01,USAQUEN,0.0,1115,243.27,63,13.75,66.6,0,0.0,430.0,93.82
2018,21,Los Andes,12,BARRIOS UNIDOS,0.0,720,262.2,84,30.59,100.0,2,0.73,264.0,96.14
2018,89,San Isidro - Patios,02,CHAPINERO,98.0,0,0.0,0,0.0,51.5,0,0.0,135.0,119.54
2018,106,La Esmeralda,13,TEUSAQUILLO,0.0,780,404.73,85,44.11,32.4,0,0.0,170.0,88.21
2018,86,El Porvenir,07,BOSA,100.0,464,100.72,170,36.9,22.7,11,2.39,348.0,75.54
2018,82,Patio Bonito,08,KENNEDY,100.0,143,45.1,11,3.47,18.5,12,3.78,351.0,110.7
2018,37,Santa Isabel,14,LOS MARTIRES,0.0,984,491.26,9,4.49,41.6,3,1.5,228.0,113.83
2018,49,Apogeo,07,BOSA,61.5,345,163.96,3,1.43,26.1,2,0.95,170.0,80.79
2018,19,El Prado,11,SUBA,2.1406727828746175,1683,388.63,202,46.64,85.1,5,1.15,451.0,104.14
2018,24,Niza,11,SUBA,0.4975124378109453,2209,292.2,223,29.5,69.4,1,0.13,462.0,61.11
2018,23,Casa Blanca Suba,11,SUBA,35.714285714285715,826,196.6,31,7.38,52.8,0,0.0,270.0,64.26
2018,110,Ciudad Salitre Occidental,09,FONTIBON,0.0,1242,550.73,69,30.6,20.5,0,0.0,231.0,102.43
2018,100,Galerias,13,TEUSAQUILLO,0.0,936,394.3,6,2.53,37.8,3,1.26,515.0,216.95
2018,83,Las Margaritas,08,KENNEDY,100.0,418,284.12,17,11.56,4.0,2,1.36,126.0,85.64
2018,107,Quinta Paredes,13,TEUSAQUILLO,0.0,705,405.59,26,14.96,33.8,2,1.15,261.0,150.16
2018,101,Teusaquillo,13,TEUSAQUILLO,0.0,1161,492.97,1,0.42,40.7,1,0.42,368.0,156.26
2018,91,Sagrado Corazon,03,SANTA FE,0.0,659,451.15,0,0.0,55.2,2,1.37,227.0,155.4
2018,108,Zona Industrial,16,PUENTE ARANDA,6.944444444444445,693,199.9,7,2.02,31.2,4,1.15,252.0,72.69
2018,55,Diana Turbay,18,RAFAEL URIBE URIBE,100.0,191,90.41,61,28.87,48.5,6,2.84,208.0,98.46
2018,51,Los Libertadores,04,SAN CRISTOBAL,100.0,158,43.33,3,0.82,67.9,5,1.37,381.0,104.48
2018,60,Parque Entrenubes,05,USME,100.0,0,0.0,0,0.0,4.6,0,0.0,30.0,7.17
2018,56,Danubio,05,USME,100.0,443,153.55,0,0.0,36.5,1,0.35,163.0,56.5
2018,65,Arborizadora,19,CIUDAD BOLIVAR,66.7910447761194,529,172.86,77,25.16,28.5,10,3.27,237.0,77.45
2018,2,La Academia,11,SUBA,0.0,7,1.04,43,6.4,24.7,0,0.0,79.0,11.76
2018,17,San Jose De Bavaria,11,SUBA,0.0,660,150.71,286,65.31,70.7,1,0.23,419.0,95.68
2018,18,Britalia,11,SUBA,2.7210884353741496,946,288.07,309,94.1,76.9,2,0.61,371.0,112.98
2018,26,Las Ferias,10,ENGATIVA,0.0,635,134.26,203,42.92,100.0,13,2.75,608.0,128.55
2018,48,Timiza,08,KENNEDY,36.835278858625166,663,154.15,280,65.1,14.1,12,2.79,319.0,74.17
2018,13,Los Cedros,01,USAQUEN,2.0114942528735633,1120,166.74,60,8.93,44.9,0,0.0,677.0,100.79
2018,70,Jerusalem,19,CIUDAD BOLIVAR,100.0,301,56.05,282,52.51,27.3,6,1.12,276.0,51.39
2018,35,Ciudad Jardin,15,ANTONIO NARINO,17.105263157894736,511,383.84,5,3.76,37.8,3,2.25,149.0,111.92
2018,38,Restrepo,15,ANTONIO NARINO,0.0,1395,393.59,16,4.51,35.8,15,4.23,633.0,178.6
2018,115,Capellania,09,FONTIBON,0.0,563,207.07,21,7.72,14.0,6,2.21,127.0,46.71
2018,50,La Gloria,04,SAN CRISTOBAL,100.0,206,53.43,3,0.78,68.3,15,3.89,423.0,109.71
2018,20,La Alhambra,11,SUBA,0.0,1293,454.4,285,100.16,97.1,0,0.0,278.0,97.7
2018,79,Calandaima,08,KENNEDY,96.26168224299066,368,115.48,148,46.44,16.6,6,1.88,114.0,35.77
2018,61,Ciudad Usme,05,USME,100.0,132,14.27,0,0.0,9.8,1,0.11,98.0,10.6
2018,12,Toberin,01,USAQUEN,3.5175879396984926,1707,587.75,9,3.1,61.6,2,0.69,291.0,100.2
2018,10,La Uribe,01,USAQUEN,25.0,365,105.8,7,2.03,21.9,1,0.29,160.0,46.38
2018,59,Alfonso Lopez,05,USME,100.0,235,108.64,22,10.17,65.7,0,0.0,229.0,105.86
2018,58,Comuneros,05,USME,100.0,481,97.64,6,1.22,51.0,3,0.61,359.0,72.87
2018,43,San Rafael,16,PUENTE ARANDA,0.0,457,138.88,5,1.52,36.5,1,0.3,393.0,119.43
2018,47,Kennedy Central,08,KENNEDY,0.0,1633,484.66,139,41.25,12.4,2,0.59,558.0,165.61
2018,36,San Jose,18,RAFAEL URIBE URIBE,3.4934497816593884,746,359.03,31,14.92,33.6,5,2.41,203.0,97.7
2018,66,San Francisco,19,CIUDAD BOLIVAR,100.0,180,100.86,2,1.12,50.7,7,3.92,309.0,173.15
2018,57,Gran Yomasa,05,USME,100.0,861,160.82,207,38.66,60.1,5,0.93,576.0,107.59
2018,52,La Flora,05,USME,100.0,20,10.66,0,0.0,59.8,0,0.0,135.0,71.97
2018,11,San Cristobal Norte,01,USAQUEN,35.0,291,105.8,4,1.45,59.8,1,0.36,234.0,85.07
2018,14,Usaquen,01,USAQUEN,14.035087719298245,697,141.58,0,0.0,37.3,0,0.0,516.0,104.81
2018,73,Garces Navas,10,ENGATIVA,27.172582619339046,927,167.15,680,122.61,100.0,9,1.62,627.0,113.05
2018,74,Engativa,10,ENGATIVA,99.84447900466563,102,17.37,373,63.53,100.0,10,1.7,395.0,67.27
2018,104,Parque Simon Bolivar - Can,13,TEUSAQUILLO,0.0,1028,258.05,31,7.78,12.9,0,0.0,215.0,53.97
2018,31,Santa Cecilia,10,ENGATIVA,0.0,682,221.19,195,63.24,100.0,2,0.65,353.0,114.49
2018,68,El Tesoro,19,CIUDAD BOLIVAR,100.0,119,56.48,5,2.37,43.0,3,1.42,276.0,131.0
2018,64,Monte Blanco,19,CIUDAD BOLIVAR,100.0,10,1.44,0,0.0,2.2,0,0.0,18.0,2.59
2018,71,Tibabuyes,11,SUBA,95.06302521008404,360,49.6,525,72.33,68.9,17,2.34,444.0,61.17
2018,29,Minuto De Dios,10,ENGATIVA,33.76623376623377,838,224.68,705,189.02,100.0,6,1.61,574.0,153.9
2018,76,Fontibon San Pablo,09,FONTIBON,70.92511013215858,137,38.09,17,4.73,4.6,5,1.39,257.0,71.45
2018,3,Guaymaral,11,SUBA,0.0,2,0.44,34,7.5,9.2,0,0.0,46.0,10.15
