archivo,fuente_declarada,entidad,enlace_portal,extension,tamano_mb,carpeta_anio,n_filas,n_columnas,crs_epsg,tipo_geometria,columnas
cestas.geojson,Cestas,UAESP,https://datosabiertos.bogota.gov.co/dataset/cestas-bogota-d-c,.geojson,50.594,,101162.0,17.0,EPSG:3857,Point,IDSEQ;CODINTERNO;IDLOCALID;DIRECCION;CAPACIDAD;APROVECHAB;FECVIGDES;ORIGEN;TIPOCESTA;SERIAL;ESTADO;TIPOEMPLAZ;FECHAINSTA;NOMLOCALID;NOMTIPOCES;NOMESTADOE;NOMTIPOEMP
contenerizacion.geojson,Contenerización,UAESP,https://datosabiertos.bogota.gov.co/dataset/contenerizacion-bogota-d-c,.geojson,3.578,,11167.0,9.0,EPSG:3857,Point,CODINTERNO;DIRECCION;CAPACIDAD;APROVECHAB;FECVIGDES;SERIAL;FECHAINSTA;CONCESIONA;IDLOCALID_
puntos_criticos_arrojo_clandestino_residuos.geojson,Puntos críticos de arrojo clandestino,UAESP,https://datosabiertos.bogota.gov.co/dataset/puntos-criticos-arrojo-clandestino-residuos-bogota-d-c,.geojson,0.134,,478.0,6.0,EPSG:4326,Point,GmlID;OBJECTID;Nombre_Localidad;Frecuencia;Dirección;Observación
cuadrantepolicia.geojson,Cuadrantes de policía,MEBOG,https://datosabiertos.bogota.gov.co/dataset/cuadrantes-de-policia-bogota-d-c,.geojson,1.13,,599.0,17.0,EPSG:4686,Polygon,PCUNCUADRA;PCUCOSEC;PCUNOMEST;PCUNOMCAI;PCUCODIGO;PCUTELEFON;PCUCOD_ENT;PCUDESCRIP;PCUIULOCAL;PCUFECHA_C;PCUIEPOLIC;PCUIUUPLOC;PCUIUUPLAN;PCUIUSCATA;PCUIUPCUAD;Shape_Leng;Shape_Area
incidentes-atendidos-por-uaecob-2018.csv,Incidente atendido por bomberos,UAECOB,https://datosabiertos.bogota.gov.co/dataset/incidente-atendido-por-bomberos,.csv,7.771,,,35.0,,,FECHA DEL EVENTO;NUMERO SERVICIO;ESTACION;BARRIO;ESTRATO;UPZ;LOCALIDAD;Hora reporte;Tiempo de Respuesta;SERVICIO;CLASE DE SERVICIO;SUBCLASE DE SERVICIO;TITULO;USO;CLASE DE USO;SUBCLASE DE USO;CLASE DE VEHICULO;SUBTIPO CLASE DE VEHICULO;ORIGEN DE LA CAUSA;CAUSAS;HOMBRES EXPUESTOS;MUJERES EXPUESTAS;MENORES EXPUESTOS;HOMBRES AFECTADOS;MUJERES AFECTADAS;MENORES AFECTADOS;HOMBRES RESCATADOS;MUJERES RESCATADAS;MENORES RESCATADOS;HOMBRES HERIDOS;MUJERES HERIDAS;MENORES HERIDOS;HOMBRES SIN SIGNOS;MUJERES SIN SIGNOS;MENORES SIN SIGNOS
incidentes-atendidos-por-uaecob-corte-31-agosto-2020.csv,Incidente atendido por bomberos,UAECOB,https://datosabiertos.bogota.gov.co/dataset/incidente-atendido-por-bomberos,.csv,4.99,,,42.0,,,FECHA DEL EVENTO;NMERO SERVICIO;ESTACIN;LATITUD;LONGITUD;BARRIO;ESTRATO;UPZ;LOCALIDAD;Hora reporte;Tiempo de Respuesta;SERVICIO;CLASE DE SERVICIO;SUBCLASE DE SERVICIO;TITULO;USO;CLASE DE USO;SUBCLASE DE USO;CLASE DE VEHICULO;SUBTIPO CLASE DE VEHICULO;ORIGEN DE LA CAUSA;CAUSAS;HOMBRES EXPUESTOS;MUJERES EXPUESTAS;MENORES NIAS EXPUESTAS;MENORES NIOS EXPUESTOS;HOMBRES AFECTADOS;MUJERES AFECTADAS;MENORES NIAS AFECTADAS;MENORES NIOS AFECTADOS;HOMBRES RESCATADOS;MUJERES RESCATADAS;MENORES NIAS RESCATADAS;MENORES NIOS RESCATADOS;HOMBRES HERIDOS;MUJERES HERIDAS;MENORES NIAS HERIDAS;MENORES NIOS HERIDOS;HOMBRES SIN SIGNOS;MUJERES SIN SIGNOS;MENORES NIAS SIN SIGNOS;MENORES NIOS SIN SIGNOS
DAILoc.geojson,Delito de alto impacto,"Secretaría Distrital de Seguridad, Convivencia y Justicia",https://datosabiertos.bogota.gov.co/dataset/delito-de-alto-impacto-bogota-d-c,.geojson,2.239,,21.0,126.0,EPSG:4686,Polygon,CMIULOCAL;CMNOMLOCAL;CMMES;CMH18CONT;CMH19CONT;CMH20CONT;CMHVAR;CMHTOTAL;CMLP18CONT;CMLP19CONT;CMLP20CONT;CMLPVAR;CMLPTOTAL;CMHP18CONT;CMHP19CONT;CMHP20CONT;CMHPVAR;CMHPTOTAL;CMHR18CONT;CMHR19CONT;CMHR20CONT;CMHRVAR;CMHRTOTAL;CMHA18CONT;CMHA19CONT;CMHA20CONT;CMHAVAR;CMHATOTAL;CMHB18CONT;CMHB19CONT;CMHB20CONT;CMHBVAR;CMHBTOTAL;CMHC18CONT;CMHC19CONT;CMHC20CONT;CMHCVAR;CMHCTOTAL;CMHCE18CON;CMHCE19CON;CMHCE20CON;CMHCEVAR;CMHCETOTAL;CMHM18CONT;CMHM19CONT;CMHM20CONT;CMHMVAR;CMHMTOTAL;CMDS18CONT;CMDS19CONT;CMDS20CONT;CMDSVAR;CMDSTOTAL;CMVI18CONT;CMVI19CONT;CMVI20CONT;CMVIVAR;CMVITOTAL;CMH21CONT;CMLP21CONT;CMHP21CONT;CMHR21CONT;CMHA21CONT;CMHB21CONT;CMHCE21CON;CMHM21CONT;CMHC21CONT;CMDS21CONT;CMVI21CONT;CMH22CONT;CMLP22CONT;CMHP22CONT;CMHA22CONT;CMHB22CONT;CMHCE22CON;CMHM22CONT;CMHC22CONT;CMDS22CONT;CMVI22CONT;CMHR22CONT;CMH23CONT;CMLP23CONT;CMHP23CONT;CMHR23CONT;CMHA23CONT;CMHB23CONT;CMHCE23CON;CMHM23CONT;CMHC23CONT;CMDS23CONT;CMVI23CONT;CMH24CONT;CMLP24CONT;CMHP24CONT;CMHR24CONT;CMHA24CONT;CMHB24CONT;CMHCE24CON;CMHM24CONT;CMHC24CONT;CMDS24CONT;CMVI24CONT;CMH25CONT;CMLP25CONT;CMHP25CONT;CMHR25CONT;CMHA25CONT;CMHB25CONT;CMHCE25CON;CMHM25CONT;CMHC25CONT;CMDS25CONT;CMVI25CONT;CMH26CONT;CMLP26CONT;CMHP26CONT;CMHR26CONT;CMHA26CONT;CMHB26CONT;CMHC26CONT;CMHCE26CON;CMHM26CONT;CMDS26CONT;CMVI26CONT;SHAPE_AREA;SHAPE_LEN
incidentes-atendidos-por-uaecob-2017-1.csv,Incidente atendido por bomberos,UAECOB,https://datosabiertos.bogota.gov.co/dataset/incidente-atendido-por-bomberos,.csv,6.419,,,33.0,,,FECHA DEL EVENTO;ESTACION;BARRIO;ESTRATO;UPZ;LOCALIDAD;Tiempo de Respuesta;SERVICIO;CLASE DE SERVICIO;SUBCLASE DE SERVICIO;TITULO;USO;CLASE DE USO;SUBCLASE DE USO;CLASE DE VEHICULO;SUBTIPO CLASE DE VEHICULO;ORIGEN DE LA CAUSA;CAUSAS;POBLA. EXPU.HOMBRES;POBLA. EXPU.MUJERES;POBLA. EXPU.MENORES;POBLA. AFEC.HOMBRES;POBLA. AFEC.MUJERES;POBLA. AFEC.MENORES;RESCA.HOMBRES;RESCA.MUJERES;RESCA.MENORES;HERIDOS HOMBRES;HERIDOS MUJERES;HERIDOS MENORES;SIN SIGNOSHOMBRES;SIN SIGNOSMUJERES;SIN SIGNOSMENORES
ebom.geojson,Estación de bomberos,UAECOB,https://datosabiertos.bogota.gov.co/dataset/estacion-de-bomberos-para-bogota,.geojson,0.005,,17.0,5.0,EPSG:4686,Point,OBJECTID;EBONOMBRE;EBODIRECCI;EBOTELEFON;EBOJEFE
incidentes-atendidos-por-uaecob-2019.csv,Incidente atendido por bomberos,UAECOB,https://datosabiertos.bogota.gov.co/dataset/incidente-atendido-por-bomberos,.csv,9.528,,,42.0,,,FECHA DEL EVENTO;NMERO SERVICIO;ESTACIN;LATITUD;LONGITUD;BARRIO;ESTRATO;UPZ;LOCALIDAD;Hora reporte;Tiempo de Respuesta;SERVICIO;CLASE DE SERVICIO;SUBCLASE DE SERVICIO;TITULO;USO;CLASE DE USO;SUBCLASE DE USO;CLASE DE VEHICULO;SUBTIPO CLASE DE VEHICULO;ORIGEN DE LA CAUSA;CAUSAS;HOMBRES EXPUESTOS;MUJERES EXPUESTAS;MENORES NIAS EXPUESTAS;MENORES NIOS EXPUESTOS;HOMBRES AFECTADOS;MUJERES AFECTADAS;MENORES NIAS AFECTADAS;MENORES NIOS AFECTADOS;HOMBRES RESCATADOS;MUJERES RESCATADAS;MENORES NIAS RESCATADAS;MENORES NIOS RESCATADOS;HOMBRES HERIDOS;MUJERES HERIDAS;MENORES NIAS HERIDAS;MENORES NIOS HERIDOS;HOMBRES SIN SIGNOS;MUJERES SIN SIGNOS;MENORES NIAS SIN SIGNOS;MENORES NIOS SIN SIGNOS
IRLoc.geojson,Mapa de Referencia — localidades,IDECA,https://datosabiertos.bogota.gov.co/dataset/mapa-de-referencia,.geojson,2.23,,21.0,104.0,EPSG:4686,Polygon,CMIULOCAL;CMNOMLOCAL;CMMES;CMR18CONT;CMR19CONT;CMR20CONT;CMRVAR;CMRTOTAL;CMN18CONT;CMN19CONT;CMN20CONT;CMNVAR;CMNTOTAL;CMAOP18CON;CMAOP19CON;CMAOP20CON;CMAOPVAR;CMAOPTOTAL;CMMM18CONT;CMMM19CONT;CMMM20CONT;CMMMVAR;CMMMTOTAL;CMR21CONT;CMN21CONT;CMAOP21CON;CMMM21CONT;CMR22CONT;CMN22CONT;CMAOP22CON;CMMM22CONT;CMR23CONT;CMN23CONT;CMAOP23CON;CMMM23CONT;CMM18CONT;CMM19CONT;CMM20CONT;CMM21CONT;CMM22CONT;CMM23CONT;CMMVAR;CMMTOTAL;CMR24CONT;CMN24CONT;CMAOP24CON;CMMM24CONT;CMM24CONT;CMR25CONT;CMN25CONT;CMAOP25CON;CMMM25CONT;CMM25CONT;CMD18CONT;CMD19CONT;CMD20CONT;CMD21CONT;CMD22CONT;CMD23CONT;CMD24CONT;CMD25CONT;CMDVAR;CMDTOTAL;CMPIA18CON;CMPIA19CON;CMPIA20CON;CMPIA21CON;CMPIA22CON;CMPIA23CON;CMPIA24CON;CMPIA25CON;CMPIAVAR;CMPIATOTAL;CMH18CONT;CMH19CONT;CMH20CONT;CMH21CONT;CMH22CONT;CMH23CONT;CMH24CONT;CMH25CONT;CMHVAR;CMHTOTAL;CMHC18CONT;CMHC19CONT;CMHC20CONT;CMHC21CONT;CMHC22CONT;CMHC23CONT;CMHC24CONT;CMHC25CONT;CMHCVAR;CMHCTOTAL;CMR26CONT;CMN26CONT;CMAOP26CON;CMMM26CONT;CMM26CONT;CMD26CONT;CMPIA26CON;CMH26CONT;CMHC26CONT;SHAPE_AREA;SHAPE_LEN
202503_localidad_proyeccion_retroproyeccion_poblacion_2005_2035.ods,Proyecciones de población 2005-2035 (localidad) — 15ª fuente,Secretaría Distrital de Planeación / DANE,https://datosabiertos.bogota.gov.co/dataset/proyecciones-y-retroproyecciones-de-poblacion-2005-2035,.ods,1.791,,,,,,
incidentes-atendidos-por-uaecob-2016.csv,Incidente atendido por bomberos,UAECOB,https://datosabiertos.bogota.gov.co/dataset/incidente-atendido-por-bomberos,.csv,7.282,,,33.0,,,FECHA DEL EVENTO;ESTACION;BARRIO;ESTRATO;UPZ;LOCALIDAD;Tiempo de Respuesta;SERVICIO;CLASE DE SERVICIO;SUBCLASE DE SERVICIO;TITULO;USO;CLASE DE USO;SUBCLASE DE USO;CLASE DE VEHICULO;SUBTIPO CLASE DE VEHICULO;ORIGEN DE LA CAUSA;CAUSAS;POBLA. EXPU.HOMBRES;POBLA. EXPU.MUJERES;POBLA. EXPU.MENORES;POBLA. AFEC.HOMBRES;POBLA. AFEC.MUJERES;POBLA. AFEC.MENORES;RESCA.HOMBRES;RESCA.MUJERES;RESCA.MENORES;HERIDOS HOMBRES;HERIDOS MUJERES;HERIDOS MENORES;SIN SIGNOSHOMBRES;SIN SIGNOSMUJERES;SIN SIGNOSMENORES
IRUPZ.geojson,Mapa de Referencia — UPZ,IDECA,https://datosabiertos.bogota.gov.co/dataset/mapa-de-referencia,.geojson,3.432,,117.0,104.0,EPSG:4686,Unknown,CMIUUPLA;CMNOMUPLA;CMMES;CMR18CONT;CMR19CONT;CMR20CONT;CMRVAR;CMRTOTAL;CMN18CONT;CMN19CONT;CMN20CONT;CMNVAR;CMNTOTAL;CMAOP18CON;CMAOP19CON;CMAOP20CON;CMAOPVAR;CMAOPTOTAL;CMMM18CONT;CMMM19CONT;CMMM20CONT;CMMMVAR;CMMMTOTAL;CMR21CONT;CMN21CONT;CMAOP21CON;CMMM21CONT;CMR22CONT;CMN22CONT;CMAOP22CON;CMMM22CONT;CMR23CONT;CMN23CONT;CMAOP23CON;CMMM23CONT;CMM18CONT;CMM19CONT;CMM20CONT;CMM21CONT;CMM22CONT;CMM23CONT;CMMVAR;CMMTOTAL;CMR24CONT;CMN24CONT;CMAOP24CON;CMMM24CONT;CMM24CONT;CMR25CONT;CMN25CONT;CMAOP25CON;CMMM25CONT;CMM25CONT;CMD18CONT;CMD19CONT;CMD20CONT;CMD21CONT;CMD22CONT;CMD23CONT;CMD24CONT;CMD25CONT;CMDVAR;CMDTOTAL;CMPIA18CON;CMPIA19CON;CMPIA20CON;CMPIA21CON;CMPIA22CON;CMPIA23CON;CMPIA24CON;CMPIA25CON;CMPIAVAR;CMPIATOTAL;CMH18CONT;CMH19CONT;CMH20CONT;CMH21CONT;CMH22CONT;CMH23CONT;CMH24CONT;CMH25CONT;CMHVAR;CMHTOTAL;CMHC18CONT;CMHC19CONT;CMHC20CONT;CMHC21CONT;CMHC22CONT;CMHC23CONT;CMHC24CONT;CMHC25CONT;CMHCVAR;CMHCTOTAL;CMR26CONT;CMN26CONT;CMAOP26CON;CMMM26CONT;CMM26CONT;CMD26CONT;CMPIA26CON;CMH26CONT;CMHC26CONT;SHAPE_AREA;SHAPE_LEN
manzanaestratificacion.json,"Estratificación para Bogotá (manzana) — 14ª fuente, incorporada tras el proxy",Secretaría Distrital de Planeación,https://datosabiertos.bogota.gov.co/dataset/estratificacion-para-bogota,.json,79.438,,44260.0,14.0,"PROJCS[""PCS_CarMAGBOG"",GEOGCS[""GCS_CarMAGBOG"",DATUM[""CGS_CarMAGBOG"",SPHEROID[""GRS80 Mod"",6380687,298.257222101]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.0174532925199433]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",4.680486111],PARAMETER[""central_meridian"",-74.14659167],PARAMETER[""scale_factor"",1],PARAMETER[""false_easting"",92334.879],PARAMETER[""false_northing"",109320.965],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH]]",Polygon,OBJECTID;CODIGO_MANZANA;ESTRATO;CODIGO_ZONA_ESTRATO;CODIGO_CRITERIO;NORMATIVA;ACTO_ADMINISTRATIVO;NUMERO_ACTO_ADMINISTRATIVO;FECHA_ACTO_ADMINISTRATIVO;ESCALA_CAPTURA;FECHA_CAPTURA;RESPONSABLE;Shape_Length;Shape_Area
202503_upz_proyeccion_retroproyeccion_poblacion_2005_2035.ods,"Proyecciones de población 2005-2035 (UPZ) — 15ª fuente, resuelve la normalización per cápita",Secretaría Distrital de Planeación / DANE,https://datosabiertos.bogota.gov.co/dataset/proyecciones-y-retroproyecciones-de-poblacion-2005-2035,.ods,1.864,,,,,,
Esoc.csv,Estrato socioeconómico,Secretaría Distrital de Planeación / IDECA,https://datosabiertos.bogota.gov.co/dataset/estrato-socioeconomico-bogota-d-c,.csv,76.964,,,3.0,,,ESoCLote;ESoChip;ESoEstrato
macrorutas_de_barrido.geojson,Macrorutas de barrido,UAESP,https://datosabiertos.bogota.gov.co/dataset/macrorutas-de-barrido-bogota-d-c,.geojson,33.782,,179.0,9.0,EPSG:4326,MultiPolygon,GmlID;OBJECTID;Fecha_inicio_vigencia;Nombre_Localidad;Hora_fin_Recolección;Hora_Inicio_Recolección;Identificador_Frecuencia;SHAPE.AREA;SHAPE.LEN
indicadores-urbanos-habitat-en-cifras-en-las-localidades.xlsx,Hábitat en cifras — indicadores urbanos,Secretaría Distrital del Hábitat,https://datosabiertos.bogota.gov.co/dataset/habitat-en-cifras-en-las-localidades-indicadores-urbanos,.xlsx,0.024,,,6.0,,,categoria;indicador;año;localidad;valor;fuente
2017/data_set_noviembre_2017_rbl.csv,Datos de residuos recogidos (RBL),UAESP,https://datosabiertos.bogota.gov.co/dataset/datos-residuos-recogidos-rbl-uaesp,.csv,0.001,2017,,9.0,,,NOVIEMBRE 2017;Unnamed: 1;Unnamed: 2;Unnamed: 3;Unnamed: 4;Unnamed: 5;Unnamed: 6;Unnamed: 7;Unnamed: 8
2024/data-set-enero-2024.xlsx,Datos de residuos recogidos (RBL),UAESP,https://datosabiertos.bogota.gov.co/dataset/datos-residuos-recogidos-rbl-uaesp,.xlsx,0.014,2024,,11.0,,,"Año/Mes Formato (dd-mmm-yy);ASE y Concesionario;Residuos Recogidos Domiciliarios (t/mes) ;Residuos de Recogidos de Barrido (t/mes) ;Residuos de Recogidos de Corte Césped (t/mes) ;Residuos de Recogidos de Grandes Generadores (t/mes) ;Residuos Domiciliarios especiales;Recolección de Arrojo Clandestino (Atención críticos clandestinos y otros1077, recolección residuos voluminosos, residuos clandestinos indisciplinados) ;Residuos de arrojo clandestino en punto limpio;Residuos de Recogidos de Poda Árboles (t/mes) ;Total Residuos Recogidos (t/mes) "
2024/data-set-octubre-2024rbl.xlsx,Datos de residuos recogidos (RBL),UAESP,https://datosabiertos.bogota.gov.co/dataset/datos-residuos-recogidos-rbl-uaesp,.xlsx,0.011,2024,,10.0,,,"Año/Mes Formato (dd-mmm-yy);ASE y Concesionario;Residuos Recogidos Domiciliarios (t/mes) ;Residuos de Recogidos de Barrido (t/mes) ;Residuos de Recogidos de Corte Césped (t/mes) ;Residuos de Recogidos de Grandes Generadores (t/mes) ;Residuos Domiciliarios especiales;Recolección de Arrojo Clandestino (Atención críticos clandestinos y otros1077, recolección residuos voluminosos, residuos clandestinos indisciplinados) ;Residuos de Recogidos de Poda Árboles (t/mes) ;Total Residuos Recogidos (t/mes) "
2024/data-set-noviembre-2024rbl.xlsx,Datos de residuos recogidos (RBL),UAESP,https://datosabiertos.bogota.gov.co/dataset/datos-residuos-recogidos-rbl-uaesp,.xlsx,0.011,2024,,10.0,,,"Año/Mes Formato (dd-mmm-yy);ASE y Concesionario;Residuos Recogidos Domiciliarios (t/mes) ;Residuos de Recogidos de Barrido (t/mes) ;Residuos de Recogidos de Corte Césped (t/mes) ;Residuos de Recogidos de Grandes Generadores (t/mes) ;Residuos Domiciliarios especiales;Recolección de Arrojo Clandestino (Atención críticos clandestinos y otros1077, recolección residuos voluminosos, residuos clandestinos indisciplinados) ;Residuos de Recogidos de Poda Árboles (t/mes) ;Total Residuos Recogidos (t/mes) "
2024/data-set-mayo-2024.xlsx,Datos de residuos recogidos (RBL),UAESP,https://datosabiertos.bogota.gov.co/dataset/datos-residuos-recogidos-rbl-uaesp,.xlsx,0.011,2024,,10.0,,,´MAYO 2024;Unnamed: 1;Unnamed: 2;Unnamed: 3;Unnamed: 4;Unnamed: 5;Unnamed: 6;Unnamed: 7;Unnamed: 8;Unnamed: 9
2024/data-set-julio-2024.xlsx,Datos de residuos recogidos (RBL),UAESP,https://datosabiertos.bogota.gov.co/dataset/datos-residuos-recogidos-rbl-uaesp,.xlsx,0.011,2024,,10.0,,,"Año/Mes Formato (dd-mmm-yy);ASE y Concesionario;Residuos Recogidos Domiciliarios (t/mes) ;Residuos de Recogidos de Barrido (t/mes) ;Residuos de Recogidos de Corte Césped (t/mes) ;Residuos de Recogidos de Grandes Generadores (t/mes) ;Residuos Domiciliarios especiales;Recolección de Arrojo Clandestino (Atención críticos clandestinos y otros1077, recolección residuos voluminosos, residuos clandestinos indisciplinados) ;Residuos de Recogidos de Poda Árboles (t/mes) ;Total Residuos Recogidos (t/mes) "
2024/data-set-abril-2024.xlsx,Datos de residuos recogidos (RBL),UAESP,https://datosabiertos.bogota.gov.co/dataset/datos-residuos-recogidos-rbl-uaesp,.xlsx,0.015,2024,,11.0,,,"Año/Mes Formato (dd-mmm-yy);ASE y Concesionario;Residuos Recogidos Domiciliarios (t/mes) ;Residuos de Recogidos de Barrido (t/mes) ;Residuos de Recogidos de Corte Césped (t/mes) ;Residuos de Recogidos de Grandes Generadores (t/mes) ;Residuos Domiciliarios especiales;Recolección de Arrojo Clandestino (Atención críticos clandestinos y otros1077, recolección residuos voluminosos, residuos clandestinos indisciplinados) ;Residuos de arrojo clandestino en punto limpio;Residuos de Recogidos de Poda Árboles (t/mes) ;Total Residuos Recogidos (t/mes) "
2024/data-set-marzo-2024.xlsx,Datos de residuos recogidos (RBL),UAESP,https://datosabiertos.bogota.gov.co/dataset/datos-residuos-recogidos-rbl-uaesp,.xlsx,0.014,2024,,11.0,,,"Año/Mes Formato (dd-mmm-yy);ASE y Concesionario;Residuos Recogidos Domiciliarios (t/mes) ;Residuos de Recogidos de Barrido (t/mes) ;Residuos de Recogidos de Corte Césped (t/mes) ;Residuos de Recogidos de Grandes Generadores (t/mes) ;Residuos Domiciliarios especiales;Recolección de Arrojo Clandestino (Atención críticos clandestinos y otros1077, recolección residuos voluminosos, residuos clandestinos indisciplinados) ;Residuos de arrojo clandestino en punto limpio;Residuos de Recogidos de Poda Árboles (t/mes) ;Total Residuos Recogidos (t/mes) "
2024/data-set-diciembre-2024rbl.xlsx,Datos de residuos recogidos (RBL),UAESP,https://datosabiertos.bogota.gov.co/dataset/datos-residuos-recogidos-rbl-uaesp,.xlsx,0.011,2024,,10.0,,,DICIEMBRE 2024;Unnamed: 1;Unnamed: 2;Unnamed: 3;Unnamed: 4;Unnamed: 5;Unnamed: 6;Unnamed: 7;Unnamed: 8;Unnamed: 9
2024/data-set-septiembre-2024.xlsx,Datos de residuos recogidos (RBL),UAESP,https://datosabiertos.bogota.gov.co/dataset/datos-residuos-recogidos-rbl-uaesp,.xlsx,0.011,2024,,10.0,,,SEPTIEMBRE 2024;Unnamed: 1;Unnamed: 2;Unnamed: 3;Unnamed: 4;Unnamed: 5;Unnamed: 6;Unnamed: 7;Unnamed: 8;Unnamed: 9
2024/data-set-agosto-2024.xlsx,Datos de residuos recogidos (RBL),UAESP,https://datosabiertos.bogota.gov.co/dataset/datos-residuos-recogidos-rbl-uaesp,.xlsx,0.011,2024,,10.0,,,"Año/Mes Formato (dd-mmm-yy);ASE y Concesionario;Residuos Recogidos Domiciliarios (t/mes) ;Residuos de Recogidos de Barrido (t/mes) ;Residuos de Recogidos de Corte Césped (t/mes) ;Residuos de Recogidos de Grandes Generadores (t/mes) ;Residuos Domiciliarios especiales;Recolección de Arrojo Clandestino (Atención críticos clandestinos y otros1077, recolección residuos voluminosos, residuos clandestinos indisciplinados) ;Residuos de Recogidos de Poda Árboles (t/mes) ;Total Residuos Recogidos (t/mes) "
2024/data-set-junio-2024.xlsx,Datos de residuos recogidos (RBL),UAESP,https://datosabiertos.bogota.gov.co/dataset/datos-residuos-recogidos-rbl-uaesp,.xlsx,0.011,2024,,10.0,,,"Año/Mes Formato (dd-mmm-yy);ASE y Concesionario;Residuos Recogidos Domiciliarios (t/mes) ;Residuos de Recogidos de Barrido (t/mes) ;Residuos de Recogidos de Corte Césped (t/mes) ;Residuos de Recogidos de Grandes Generadores (t/mes) ;Residuos Domiciliarios especiales;Recolección de Arrojo Clandestino (Atención críticos clandestinos y otros1077, recolección residuos voluminosos, residuos clandestinos indisciplinados) ;Residuos de Recogidos de Poda Árboles (t/mes) ;Total Residuos Recogidos (t/mes) "
2024/data-set-febrero-2024.xlsx,Datos de residuos recogidos (RBL),UAESP,https://datosabiertos.bogota.gov.co/dataset/datos-residuos-recogidos-rbl-uaesp,.xlsx,0.014,2024,,11.0,,,"Año/Mes Formato (dd-mmm-yy);ASE y Concesionario;Residuos Recogidos Domiciliarios (t/mes) ;Residuos de Recogidos de Barrido (t/mes) ;Residuos de Recogidos de Corte Césped (t/mes) ;Residuos de Recogidos de Grandes Generadores (t/mes) ;Residuos Domiciliarios especiales;Recolección de Arrojo Clandestino (Atención críticos clandestinos y otros1077, recolección residuos voluminosos, residuos clandestinos indisciplinados) ;Residuos de arrojo clandestino en punto limpio;Residuos de Recogidos de Poda Árboles (t/mes) ;Total Residuos Recogidos (t/mes) "
2026/data-_set_mayo_2026_srbl.xlsx,Datos de residuos recogidos (RBL),UAESP,https://datosabiertos.bogota.gov.co/dataset/datos-residuos-recogidos-rbl-uaesp,.xlsx,0.011,2026,,10.0,,,MAYO 2026_FUENTE SUBDIRECCION DE DISPOSICION FINAL  UAESP  - INTER DJ  Radicado UAESP ;Unnamed: 1;Unnamed: 2;Unnamed: 3;Unnamed: 4;Unnamed: 5;Unnamed: 6;Unnamed: 7;Unnamed: 8;Unnamed: 9
2026/data-_set_feb_2026_srbl.xlsx,Datos de residuos recogidos (RBL),UAESP,https://datosabiertos.bogota.gov.co/dataset/datos-residuos-recogidos-rbl-uaesp,.xlsx,0.012,2026,,10.0,,,"Año/Mes Formato (dd-mmm-yy);ASE y Concesionario;Residuos Recogidos Domiciliarios (t/mes) ;Residuos de Recogidos de Barrido (t/mes) ;Residuos de Recogidos de Corte Césped (t/mes) ;Residuos de Recogidos de Grandes Generadores (t/mes) ;Residuos Domiciliarios especiales;Recolección de Arrojo Clandestino (Atención críticos clandestinos y otros1077, recolección residuos voluminosos, residuos clandestinos indisciplinados) ;Residuos de Recogidos de Poda Árboles (t/mes) ;Total Residuos Recogidos (t/mes) "
2026/data-_set_marzo_2026_srbl.xlsx,Datos de residuos recogidos (RBL),UAESP,https://datosabiertos.bogota.gov.co/dataset/datos-residuos-recogidos-rbl-uaesp,.xlsx,0.01,2026,,10.0,,,"Año/Mes Formato (dd-mmm-yy);ASE y Concesionario;Residuos Recogidos Domiciliarios (t/mes) ;Residuos de Recogidos de Barrido (t/mes) ;Residuos de Recogidos de Corte Césped (t/mes) ;Residuos de Recogidos de Grandes Generadores (t/mes) ;Residuos Domiciliarios especiales;Recolección de Arrojo Clandestino (Atención críticos clandestinos y otros1077, recolección residuos voluminosos, residuos clandestinos indisciplinados) ;Residuos de Recogidos de Poda Árboles (t/mes) ;Total Residuos Recogidos (t/mes) "
2026/data-_set_abril_2026_srbl.xlsx,Datos de residuos recogidos (RBL),UAESP,https://datosabiertos.bogota.gov.co/dataset/datos-residuos-recogidos-rbl-uaesp,.xlsx,0.012,2026,,10.0,,,"Año/Mes Formato (dd-mmm-yy);ASE y Concesionario;Residuos Recogidos Domiciliarios (t/mes) ;Residuos de Recogidos de Barrido (t/mes) ;Residuos de Recogidos de Corte Césped (t/mes) ;Residuos de Recogidos de Grandes Generadores (t/mes) ;Residuos Domiciliarios especiales;Recolección de Arrojo Clandestino (Atención críticos clandestinos y otros1077, recolección residuos voluminosos, residuos clandestinos indisciplinados) ;Residuos de Recogidos de Poda Árboles (t/mes) ;Total Residuos Recogidos (t/mes) "
